latitude,longitude,price,reviews_per_month
37.75375109050484,-122.42520109079176,150.0,0.03
37.75641542425704,-122.41285126596114,300.0,0.98
37.76772248809532,-122.4221520406975,170.0,0.37
37.75151485225926,-122.42450179888884,190.0,0.05
37.754400534358474,-122.41250701086649,230.0,0.89
37.75309746814996,-122.41996790277355,115.0,1.85
37.7578040498004,-122.42144344598648,95.0,0.45
37.74970234786026,-122.40663746861223,90.0,1.36
37.76645744817736,-122.42535429433487,95.0,0.6
37.750897616344716,-122.4148136404558,350.0,0.0
37.75110864696127,-122.41873225693656,130.0,0.36
37.755262578068034,-122.42496642217907,4000.0,0.91
37.756917888721276,-122.41116436354288,349.0,0.38
37.76096715422161,-122.4231304577762,115.0,3.43
37.758493711341174,-122.41579986838195,170.0,0.19
37.748254037981404,-122.41768159134364,115.0,0.79
37.75267808399354,-122.40753293400059,133.0,6.08
37.76455720635689,-122.4239801424316,232.0,2.07
37.75158800248462,-122.41876952844463,100.0,0.0
37.756184176195006,-122.42144703721624,200.0,1.48
37.756988702134436,-122.40856377104949,450.0,0.0
37.76313587058881,-122.40796537118395,80.0,1.71
37.74907405042183,-122.41240163699459,99.0,3.47
37.750835474194346,-122.42341140070398,145.0,3.16
37.758578220179146,-122.42223511169772,215.0,0.22
37.7591334594544,-122.41967552985778,185.0,1.92
37.757467930530545,-122.41259473911283,350.0,0.0
37.761718866629494,-122.42348307335553,175.0,3.66
37.76867194338203,-122.41785764787079,165.0,1.43
37.763795483729794,-122.4254479518118,149.0,1.08
37.77017333437953,-122.42157158108385,240.0,0.0
37.760252514271706,-122.4166306601792,206.0,3.16
37.75104087180397,-122.41866580669887,575.0,0.18
37.76764528145429,-122.4239504898658,120.0,1.02
37.75122694448777,-122.4183757591578,74.0,0.09
37.766675377697894,-122.41703248608896,105.0,5.14
37.76054445686175,-122.42167598287213,59.0,4.37
37.75110161115565,-122.42414324140991,150.0,0.15
37.76045876082791,-122.41904380864376,149.0,2.13
37.75311614759037,-122.4086314854194,100.0,0.0
37.757310782880424,-122.40953726667051,75.0,0.4
37.751743238315676,-122.41625259341328,299.0,0.06
37.76777714069825,-122.42433816649047,68.0,3.4
37.76121341212853,-122.40869073281904,99.0,0.0
37.75297176805135,-122.4128058427703,211.0,1.06
37.75833812822355,-122.42291278321207,125.0,2.19
37.76040328655157,-122.41550097420763,85.0,0.15
37.757539546279,-122.41061280697222,97.0,0.84
37.7527174181433,-122.4093400525747,117.0,3.38
37.760593626586015,-122.41855322010665,500.0,0.0
37.74851143557928,-122.41723306373363,65.0,0.07
37.758422779483645,-122.4119597916242,318.0,0.36
37.759964824157024,-122.41793937294555,150.0,0.0
37.76403192942281,-122.42482252301028,75.0,0.18
37.7496466322602,-122.41755255353752,100.0,0.19
37.76945630705847,-122.42270333001512,285.0,0.85
37.76829950292221,-122.42534313427879,375.0,0.0
37.76447219656424,-122.41847796330208,89.0,0.1
37.76896905583711,-122.41087555219187,150.0,4.01
37.759401801408245,-122.4181343536202,125.0,0.0
37.75991582043104,-122.41912832515557,127.0,0.03
37.75446375931464,-122.42247582480316,75.0,1.21
37.74984557280607,-122.42394280913165,1500.0,0.0
37.76144060062031,-122.42130178716856,139.0,0.52
37.75327878626662,-122.41181023301823,69.0,0.31
37.750171973209476,-122.41734003781868,65.0,0.24
37.74936883470219,-122.42236639874248,110.0,0.2
37.76600670399875,-122.41833053687172,148.0,0.0
37.7486691834411,-122.42139350770174,165.0,0.09
37.76864954273474,-122.42456995952374,189.0,0.08
37.766011942765346,-122.42296852430364,150.0,0.22
37.75845745886824,-122.40866539981121,250.0,2.64
37.75792199649735,-122.41411823271535,250.0,2.65
37.75877364576977,-122.41081450478158,120.0,0.05
37.749791055472066,-122.408765535643,99.0,0.14
37.765730172796715,-122.42099756983772,158.0,0.05
37.76058001516992,-122.42540661068968,100.0,1.01
37.76730559723725,-122.42542005611269,125.0,3.03
37.75884750591211,-122.40594517990174,80.0,0.0
37.7684541879693,-122.421617208492,69.0,1.34
37.75696962239297,-122.40764870587265,85.0,0.56
37.748470169307616,-122.41723796017244,200.0,0.72
37.75597989143414,-122.41525210098827,115.0,1.06
37.770379436464246,-122.42225238756077,95.0,0.43
37.76725835246395,-122.42239476606501,194.0,2.45
37.760065376572655,-122.41865641971224,215.0,0.0
37.754543766684435,-122.4111000501522,155.0,0.51
37.75469124396013,-122.4226531917653,800.0,0.0
37.752395887585685,-122.4129407033478,45.0,0.11
37.76745760078517,-122.42323618841762,120.0,1.98
37.75796428693321,-122.41972550260029,150.0,0.27
37.75495391671289,-122.41683090864036,110.0,7.17
37.76400671440146,-122.41752819907026,400.0,0.0
37.74991627625699,-122.40821731786095,135.0,2.85
37.752435168281046,-122.41520276856102,100.0,0.43
37.75219563996593,-122.41700613208887,100.0,0.31
37.75465228839647,-122.41017577137434,200.0,0.0
37.75767012192128,-122.41740785268006,70.0,2.34
37.757423130842746,-122.42364935415071,145.0,0.31
37.76374504788257,-122.41249756662356,180.0,0.08
37.757505083804006,-122.4235015477084,200.0,0.0
37.76173049475885,-122.42565789801458,1750.0,0.0
37.75522798161711,-122.41791706217413,450.0,0.0
37.75886312079055,-122.42311600844864,300.0,0.25
37.75631936972899,-122.4047789531847,150.0,0.36
37.748521062493744,-122.4212581389498,126.0,0.63
37.75574132794264,-122.41155886684764,100.0,0.06
37.76012321138089,-122.42501966802364,99.0,0.5
37.753004348441664,-122.40394296637496,85.0,4.29
37.7529874422779,-122.42424769734491,150.0,0.46
37.77002887805472,-122.42371336582814,255.0,1.28
37.75112586456496,-122.42306469440855,150.0,4.33
37.75498191404471,-122.41936094361841,65.0,0.18
37.759926826396594,-122.40821104682553,300.0,0.0
37.74905920738383,-122.41826659640104,700.0,0.29
37.76908890362389,-122.42398268582608,34.0,0.0
37.756951809913225,-122.41165157973927,240.0,2.17
37.753007269906064,-122.4040496024233,175.0,6.42
37.75646677903363,-122.4164391023367,275.0,2.14
37.753493840593535,-122.41958551663694,600.0,3.9
37.75317765807936,-122.42449416779768,42.0,3.2
37.760528705878585,-122.40904365087788,225.0,0.0
37.76108383346007,-122.4255709795786,149.0,0.3
37.76848690872807,-122.42066382229466,125.0,0.88
37.74981206956341,-122.41509524867416,50.0,1.0
37.757699318553684,-122.42005527100872,115.0,0.0
37.75781911137071,-122.41081244540337,165.0,0.52
37.756034877665634,-122.41120368565832,500.0,0.37
37.76673598081082,-122.4240911176264,120.0,0.1
37.749471882549045,-122.41856115186863,300.0,0.0
37.74923177659816,-122.41904656913523,80.0,2.9
37.76117255823007,-122.4190938928168,108.0,0.0
37.757234102709155,-122.41503854074548,650.0,3.39
37.76873486069773,-122.42457308804657,100.0,3.0
37.7695222673176,-122.42289338227428,250.0,0.32
37.7512366296742,-122.41046285934551,550.0,0.5
37.758628675071094,-122.41178925636144,126.0,1.33
37.76485673163222,-122.42510068286906,341.0,2.05
37.74961855093617,-122.42093823633068,75.0,0.13
37.76867916719865,-122.42253948801806,275.0,1.44
37.76740115470452,-122.42246609212783,95.0,0.57
37.751865305097745,-122.41946017901485,140.0,0.34
37.76097556330237,-122.42158079196122,199.0,0.3
37.761516301576506,-122.40821266359491,120.0,0.11
37.76215982326796,-122.42062296219895,200.0,0.0
37.75040546109643,-122.41107867237305,250.0,0.91
37.757833857687466,-122.4130873968818,33.0,4.15
37.75908235654047,-122.41819502312535,120.0,0.55
37.75958898534999,-122.42185461263465,250.0,0.0
37.75322970474086,-122.42489933162977,300.0,0.0
37.751211520018614,-122.40776313024996,151.0,0.0
37.76277859013464,-122.42400509037954,119.0,0.84
37.750103500855865,-122.41498101609443,76.0,0.37
37.75136487928179,-122.40896845485516,100.0,0.0
37.76070043662109,-122.40762217282294,98.0,0.68
37.75374292545422,-122.4034303226368,65.0,0.0
37.76443752133788,-122.40742893079651,175.0,1.36
37.76724431964386,-122.42128917828596,79.0,1.81
37.761510960884856,-122.42204535746812,80.0,0.0
37.764904772807625,-122.42390363351744,75.0,0.36
37.750234632301286,-122.41497206703843,52.0,0.25
37.75874294929672,-122.4132720164374,250.0,2.7
37.76159909960312,-122.4216489393893,1000.0,0.0
37.76539393740079,-122.41839930864627,95.0,0.83
37.771424555259145,-122.42345052695032,1000.0,0.0
37.7596703265252,-122.41478646501459,325.0,0.41
37.76207428943355,-122.40632940935352,650.0,1.05
37.757567277655575,-122.41939471332493,65.0,0.96
37.76847404077567,-122.42515839691656,125.0,1.0
37.75975847595048,-122.40711049519055,325.0,1.23
37.7598651145741,-122.41754003822213,75.0,0.7
37.75862522434,-122.41963866410185,78.0,1.0
37.771090032285095,-122.42401907230746,399.0,1.25
37.75708418495996,-122.40801189526155,207.0,0.12
37.761502303157016,-122.42116837977615,320.0,0.87
37.76456492966766,-122.41383226651597,101.0,4.33
37.76317552426698,-122.40707757022564,99.0,1.52
37.755700830284994,-122.42323137746544,300.0,0.63
37.7487177962846,-122.41990958756894,202.0,1.43
37.756084055155064,-122.42259608578516,71.0,1.31
37.76174178747506,-122.41753308078827,107.0,0.32
37.75523737699349,-122.42190860484286,196.0,4.47
37.76239584404244,-122.40656157705828,70.0,8.67
37.758138932606506,-122.41437562496515,170.0,0.05
37.75753407909978,-122.41045497605684,225.0,2.23
37.76667130367415,-122.42395933277744,225.0,0.0
37.76602127962722,-122.41650005308679,99.0,3.3
37.755034463139964,-122.41906920764342,65.0,0.14
37.7623100990099,-122.41971220915251,300.0,0.0
37.749461512033335,-122.40916943727592,255.0,0.53
37.76299791744532,-122.42170494519716,95.0,2.25
37.752496352581204,-122.40993891241413,75.0,0.0
37.76450813414044,-122.41648420019236,90.0,1.31
37.75420873576244,-122.41771428229757,105.0,0.25
37.76720776356509,-122.41712040361807,50.0,0.16
37.751719991111116,-122.4138624860564,463.0,0.4
37.755592192499606,-122.42278628242435,195.0,0.85
37.75228980705076,-122.41593394221157,200.0,0.23
37.760285957788895,-122.42341493149559,138.0,0.0
37.766491364710525,-122.40658459537713,120.0,0.05
37.76560849795132,-122.42005941864045,239.0,3.9
37.75135009382888,-122.4235024289106,140.0,1.49
37.753157465248776,-122.40511282792562,195.0,0.37
37.750435608567756,-122.4131849519785,160.0,0.05
37.76635222575075,-122.42114373446431,129.0,0.32
37.756582652691826,-122.4169821880628,260.0,0.22
37.76766368465222,-122.42467901939013,200.0,3.0
37.75701828221618,-122.42129522185232,140.0,2.44
37.75924925474386,-122.42305805439831,300.0,0.94
37.76264178666876,-122.4199421170228,168.0,0.04
37.76235785389232,-122.42384588845323,575.0,1.16
37.76164833895636,-122.42055528891198,350.0,0.25
37.765635159767044,-122.41746025345114,135.0,3.98
37.75162533739623,-122.41772490832425,100.0,0.27
37.76249148791412,-122.4202518232916,97.0,0.57
37.7674690639484,-122.42412865284471,139.0,0.48
37.7665475886939,-122.42251789832872,110.0,0.0
37.76933455366726,-122.42264932883202,300.0,0.0
37.755220085434864,-122.41540762135912,120.0,0.43
37.748803391049364,-122.42103508133465,220.0,0.04
37.76742485102972,-122.42374298981451,110.0,0.93
37.75347337119139,-122.41939566210621,295.0,2.69
37.756868701567335,-122.41460319379992,55.0,4.28
37.753660291737646,-122.42280861264372,219.0,0.0
37.75945120576592,-122.42335637518178,325.0,0.23
37.7611278044374,-122.42217641729788,190.0,0.17
37.76130381610104,-122.4087675913662,75.0,0.0
37.75072511128996,-122.41492748700468,109.0,5.18
37.765145973080585,-122.41607577870909,99.0,4.69
37.75029024841969,-122.42157138270314,160.0,2.59
37.754465742514526,-122.42099526402642,100.0,0.0
37.75206556948697,-122.42202447953241,49.0,1.24
37.76346934129256,-122.42370305046414,1200.0,0.0
37.749942933362114,-122.41721641934072,189.0,2.96
37.76521164953973,-122.41652932847576,105.0,5.0
37.75015862067317,-122.41289765734194,195.0,2.13
37.75742588666774,-122.40853919412248,190.0,0.33
37.76051646336255,-122.40963620402418,350.0,1.93
37.767288148834545,-122.41561909554109,65.0,0.0
37.756754500932935,-122.40921424128936,100.0,0.0
37.76891477251952,-122.41798938629209,95.0,4.09
37.75912096194428,-122.42436751947076,200.0,0.3
37.76557473516719,-122.42623897889143,125.0,1.87
37.769987708379006,-122.42268058364635,245.0,0.97
37.75284831218589,-122.42151443986843,139.0,0.0
37.76222242027617,-122.40783753739443,189.0,2.29
37.7564904679756,-122.42550636035698,250.0,0.35
37.76200237996657,-122.42051667851378,185.0,0.0
37.75527729714649,-122.41047741520563,375.0,0.14
37.7699268870474,-122.42287831262877,118.0,0.11
37.76094673871102,-122.42098332489212,130.0,2.78
37.76010961159043,-122.41852620133581,327.0,1.07
37.74874493352542,-122.41824907236744,80.0,1.75
37.7541228555042,-122.4062341473382,175.0,0.03
37.753049668501326,-122.41175316400387,70.0,0.0
37.75548250845201,-122.42522027351644,61.0,4.0
37.76760457528433,-122.41890630097204,99.0,0.47
37.76066623512517,-122.42463740385908,250.0,0.62
37.75514537734532,-122.41966438314914,135.0,1.0
37.77012629500256,-122.4216067019777,175.0,0.93
37.76513014437285,-122.42416442916486,85.0,0.0
37.77082415029127,-122.42283354597255,325.0,0.0
37.75570344029274,-122.41150613652691,250.0,0.65
37.75356104218036,-122.41078653674927,275.0,0.65
37.76830527739556,-122.4207409846623,70.0,5.64
37.75279881982829,-122.41668920472408,75.0,0.13
37.749943080681696,-122.41643555601674,250.0,0.3
37.751140425960045,-122.40785876531595,240.0,0.47
37.76098575068275,-122.4218298319614,195.0,2.91
37.75717106670535,-122.40981302661643,60.0,0.03
37.75610669111234,-122.41866188454807,290.0,1.02
37.7651065053385,-122.40646933053104,66.0,0.0
37.75368075937715,-122.4205051998678,249.0,3.0
37.751920245586064,-122.41365133271641,140.0,3.13
37.751768012641584,-122.41543440240616,160.0,3.69
37.75762488503674,-122.41932566984038,99.0,0.83
37.757765876877755,-122.41951266674285,60.0,0.09
37.756284931414335,-122.42349229060629,150.0,0.0
37.75629055903744,-122.42517753276407,450.0,0.12
37.76789361669546,-122.42001061198631,300.0,0.09
37.758150487504174,-122.42092713619465,175.0,0.0
37.758705079232065,-122.40925413019009,800.0,0.07
37.75362763929761,-122.42404287410623,199.0,3.08
37.753155502031,-122.42124984062487,950.0,0.09
37.751954650005814,-122.42366604699406,195.0,3.16
37.75277277480702,-122.41506023773769,120.0,0.0
37.75082659837384,-122.41072578293807,95.0,2.47
37.7684512445879,-122.42227897176129,129.0,1.16
37.76312153757243,-122.42589547850595,200.0,0.09
37.753979230755895,-122.4120545832078,55.0,2.12
37.75098929845394,-122.41239119304278,180.0,2.13
37.751259082014606,-122.41959003830422,182.0,0.23
37.75442494936478,-122.42252676192696,450.0,0.04
37.75392028497152,-122.42502166751386,232.0,1.88
37.76715056250585,-122.4175619251485,189.0,2.32
37.757256065970736,-122.41253687428906,110.0,2.64
37.75678598107553,-122.41171160920231,225.0,0.0
37.762587434471946,-122.42463652839972,425.0,2.02
37.76181574385645,-122.42143264451693,199.0,3.14
37.75857146436507,-122.40903473381141,115.0,0.74
37.76506037944285,-122.42521171995712,45.0,0.06
37.75465205918781,-122.41087477021095,99.0,0.0
37.74901876936614,-122.42484654374522,120.0,1.05
37.76653829941226,-122.42392992349946,224.0,1.47
37.76022472354978,-122.42049723666901,155.0,0.0
37.76807164086117,-122.42459504369837,650.0,0.44
37.765126588286336,-122.41040021510284,100.0,0.0
37.758297390629465,-122.41947502379308,220.0,0.39
37.75870532596402,-122.41659461990992,375.0,0.08
37.757971890094716,-122.40960183123221,245.0,0.25
37.76282267981034,-122.41862760548813,350.0,0.0
37.75923789985474,-122.4245943301963,95.0,0.0
37.759517253050696,-122.42191818772093,1500.0,0.0
37.757732110264406,-122.41043046938202,115.0,0.0
37.75653660565025,-122.4192750444868,89.0,3.02
37.76258853204935,-122.41747642643881,170.0,0.76
37.76055315579085,-122.42086764774507,190.0,0.45
37.757523965077475,-122.41468373143316,300.0,5.29
37.758616522123056,-122.42382902144615,450.0,0.74
37.769343554406746,-122.42282420756122,199.0,1.25
37.74911936141839,-122.42239027410528,110.0,0.0
37.75282380604065,-122.4130389249064,165.0,4.9
37.75852755412404,-122.42387059283972,100.0,2.01
37.76431324549233,-122.41569469279436,190.0,0.0
37.754719879997104,-122.41033973901337,350.0,1.77
37.75667816226494,-122.41470328694164,33.0,3.55
37.75557545386986,-122.42474067635095,780.0,0.25
37.75659848512424,-122.41417895307987,305.0,2.66
37.75295528711822,-122.40384291954271,95.0,0.35
37.76907821184396,-122.42031988076657,89.0,1.25
37.76727839795632,-122.42230734538387,109.0,1.52
37.758525935232775,-122.4133371000983,55.0,3.61
37.76718070229809,-122.42043018722515,135.0,1.0
37.75573674032135,-122.41080471662558,360.0,0.49
37.75339877691356,-122.4173486682875,150.0,0.05
37.759397504194034,-122.41772662993677,100.0,0.34
37.76234149956661,-122.415249513033,400.0,0.0
37.76082204021834,-122.4191646531515,24.0,1.11
37.75065032945569,-122.41983820914385,225.0,0.48
37.760221461677254,-122.42550796350487,140.0,4.66
37.76662828037855,-122.4178154593,128.0,0.49
37.76118152466383,-122.41911105773256,150.0,3.11
37.75080903850542,-122.41637470630224,599.0,1.64
37.769997870837344,-122.41984144550959,180.0,4.94
37.751225734133676,-122.42366787650091,210.0,0.43
37.75524895359647,-122.40991375310318,315.0,1.73
37.75442004727691,-122.4099231358032,89.0,0.32
37.751925982206615,-122.42177909166212,60.0,1.19
37.75905881679084,-122.42185467012828,200.0,0.62
37.76134647693079,-122.42076221283735,115.0,2.74
37.751113776449095,-122.41335638971502,175.0,3.07
37.766687446226335,-122.42112643744836,206.0,0.16
37.76120327461479,-122.40734642384388,449.0,0.31
37.758697484072265,-122.41107832915002,272.0,1.82
37.761456522481645,-122.42042639162419,150.0,0.94
37.76099617070785,-122.42179910993492,245.0,1.47
37.7591399532508,-122.4100002053636,89.0,0.21
37.77005855187058,-122.42314238550337,75.0,0.82
37.75917543574546,-122.4082492739801,58.0,0.0
37.76764591584093,-122.41968521223991,200.0,0.0
37.766226169654566,-122.41939579026709,120.0,0.36
37.75604802631877,-122.41537849298174,45.0,0.06
37.76221382842841,-122.42032216865074,125.0,0.14
37.7500619605696,-122.40791395707457,85.0,4.87
37.76670375556506,-122.41826128984098,60.0,1.63
37.75675318587342,-122.42466552511976,90.0,4.36
37.76346478503538,-122.4250033288817,145.0,4.65
37.75893796452685,-122.4190149822485,170.0,3.68
37.75808117802255,-122.4223411533563,275.0,0.0
37.75432764973515,-122.41017737086128,190.0,0.0
37.756526602191336,-122.40921797580076,65.0,0.6
37.75598698145347,-122.422198410891,225.0,0.32
37.7605691497167,-122.42405098154076,195.0,0.3
37.74993522868837,-122.4145209191014,119.0,5.32
37.75546754786142,-122.4077818015819,399.0,0.26
37.76588669346381,-122.41598673538759,95.0,0.19
37.75971732259425,-122.42164246233752,210.0,4.52
37.763929045100134,-122.4188655477848,400.0,0.0
37.760346744051645,-122.4194064366309,110.0,0.65
37.757650035923284,-122.41353928031904,69.0,2.0
37.754461645190354,-122.42402449916555,85.0,3.51
37.74996773295209,-122.41886828993269,230.0,0.42
37.7599350828015,-122.42055750674824,85.0,0.0
37.74970937791028,-122.42061539314342,120.0,0.11
37.76753420880434,-122.42187693817115,89.0,1.05
37.7692622453316,-122.42399339319523,200.0,0.21
37.762000757136136,-122.42228522173424,60.0,0.0
37.7514542830866,-122.41901477180413,80.0,0.0
37.76438702774684,-122.41106445088215,175.0,0.0
37.76082631245302,-122.42010347472807,250.0,0.7
37.76229235976905,-122.4209399247827,125.0,2.1
37.762555320953744,-122.42168064494574,129.0,6.17
37.76895856180531,-122.42471859196077,289.0,1.14
37.753386516557285,-122.42208079730172,180.0,0.73
37.75109863408815,-122.42150297674644,300.0,0.25
37.76140315120811,-122.41688702358822,200.0,0.15
37.75696702197352,-122.4201920005018,135.0,0.1
37.76605142674699,-122.4206618627593,80.0,3.12
37.76172136525029,-122.42303520376518,90.0,0.67
37.75740036808315,-122.42088977973076,100.0,0.0
37.75498966121766,-122.40734030149414,79.0,0.0
37.76455295792342,-122.40795090960674,95.0,0.23
37.755936445908496,-122.40974828488605,499.0,1.67
37.75117505990581,-122.41217203340211,185.0,1.05
37.75818211162471,-122.40719742321173,575.0,0.0
37.75584483893469,-122.40876945302814,165.0,0.32
37.76789205902193,-122.41753311906784,1500.0,0.0
37.76015981730772,-122.4226466394566,285.0,0.23
37.76510709980506,-122.4220662711387,214.0,2.57
37.762015028332975,-122.41863180177937,150.0,0.23
37.756735610449184,-122.411087685086,295.0,0.21
37.761912286843256,-122.42344706491491,202.0,2.14
37.75413193213541,-122.4090766335794,70.0,0.51
37.75395024630962,-122.4150455512325,95.0,0.35
37.75183431958604,-122.418242629318,140.0,0.31
37.75931575467627,-122.42120848998829,220.0,0.27
37.75002251647979,-122.4143010448279,690.0,0.0
37.749760680534685,-122.41012278240306,300.0,0.66
37.76222156417708,-122.41649276279558,100.0,0.91
37.75488840691342,-122.41020910524401,115.0,1.12
37.75426967929921,-122.42495016474292,84.0,3.57
37.75541584590404,-122.41812767622105,150.0,0.05
37.756866555212895,-122.41624018731962,285.0,5.44
37.7551067848281,-122.415147929031,425.0,2.84
37.75385349934804,-122.41225353834088,1200.0,0.29
37.74850778962132,-122.4196190989024,350.0,0.26
37.75638877459723,-122.41512307506426,169.0,1.98
37.760501373915204,-122.42316861412607,195.0,0.12
37.76143173709031,-122.42067589315424,95.0,0.06
37.764702934859145,-122.42219732525213,149.0,5.6
37.75564466626327,-122.41141850828285,172.0,5.65
37.76676462000269,-122.41921213221657,190.0,0.33
37.77087774714802,-122.42348982899472,100.0,0.11
37.754188746315116,-122.41589749890808,290.0,1.31
37.769741539552115,-122.4238344144071,100.0,0.31
37.75569547327517,-122.4144864131807,249.0,0.1
37.76478009445897,-122.4068027100704,95.0,0.21
37.75147568512054,-122.40917674382112,75.0,3.85
37.758994360137244,-122.40754273834,80.0,0.48
37.75504555788932,-122.42523852546749,1400.0,0.11
37.765379677067905,-122.4145570714666,195.0,0.58
37.76466538249115,-122.42470751478012,120.0,0.1
37.75649059781579,-122.41445433439344,90.0,0.28
37.75546545032322,-122.40895388738173,175.0,4.5
37.75270430583175,-122.41151704009779,210.0,3.67
37.762766738977845,-122.42382848662693,130.0,0.18
37.75932618600586,-122.41907068465494,200.0,1.39
37.75221476608313,-122.40717215031584,69.0,0.13
37.75805134542465,-122.42255492364583,450.0,2.93
37.761576867294714,-122.42292804260795,160.0,0.62
37.759002645142075,-122.42131774782291,135.0,0.26
37.753218074309785,-122.41386406258495,160.0,4.03
37.75979937518716,-122.42030131555677,250.0,0.23
37.75727525438632,-122.40848882925957,95.0,2.87
37.759479685521605,-122.41932829620113,200.0,0.22
37.75827812375936,-122.40941305010335,90.0,0.03
37.76986546454178,-122.42553173023174,350.0,0.48
37.7649530578097,-122.4228439183102,110.0,5.92
37.76515227015254,-122.4058377743677,125.0,0.0
37.75834500895708,-122.41174709856607,215.0,1.96
37.763540583553144,-122.42517150249384,110.0,3.18
37.76311059510354,-122.42052659294892,462.0,0.0
37.76448973958397,-122.4245924352952,122.0,1.27
37.75488403376368,-122.40769956788748,147.0,2.68
37.768054087846494,-122.42152377950224,150.0,1.39
37.765895793348434,-122.42331789922359,109.0,0.17
37.760946770610474,-122.40872263790622,120.0,1.0
37.76428759381807,-122.41275535005951,169.0,2.0
37.7571063635956,-122.40962695573792,70.0,0.27
37.749127177802265,-122.41573622151316,52.0,0.25
37.753359366976746,-122.417071449779,175.0,1.0
37.757426119495115,-122.40940991413065,500.0,0.0
37.7554152327436,-122.407026896259,107.0,0.38
37.75808836519885,-122.40949158710072,90.0,0.0
37.749132234166176,-122.41939636247784,145.0,0.4
37.765290847980005,-122.42378066288937,72.0,1.0
37.75817087166651,-122.42546167626028,350.0,0.5
37.753816507447254,-122.41462230939436,140.0,0.06
37.75175839130589,-122.42388448000193,800.0,0.17
37.75838136960053,-122.41814471224195,1666.0,0.0
37.75417568008515,-122.41170343905306,75.0,0.0
37.76103118101361,-122.42313126762927,129.0,6.84
37.76670126086466,-122.41992050804707,198.0,0.26
37.76867992238492,-122.42407424765646,80.0,0.0
37.76080781763597,-122.4247256740781,450.0,0.0
37.75729488117718,-122.42525159668727,209.0,0.0
37.749463839923074,-122.41029726294123,125.0,0.0
37.76613148211071,-122.42082903106365,200.0,0.0
37.75727662395475,-122.42097360813769,163.0,1.1
37.75056812978703,-122.41042661889843,116.0,1.75
37.767625976214816,-122.423292820932,240.0,0.0
37.76206130413342,-122.42200737142956,119.0,1.65
37.75069843530189,-122.42157100382838,80.0,0.0
37.749967371782716,-122.41240869794196,89.0,3.24
37.752915822690134,-122.41874733897869,93.0,4.7
37.749644959823364,-122.42127937262455,130.0,0.0
37.75008134512552,-122.41840931234987,188.0,0.59
37.770992890054785,-122.42411516364427,115.0,0.0
37.76796966839242,-122.41975055494564,200.0,0.14
37.75992964063097,-122.42559158811338,154.0,0.8
37.75203194986454,-122.422543289443,175.0,4.17
37.767919202287175,-122.4201875541393,200.0,0.33
37.76908910711109,-122.42170745428824,83.0,0.88
